class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,f,s,n,t,p,f,c,n,k,e,e,,s,w,w,w,o,p,,s,u
p,f,s,,t,p,f,c,n,k,e,e,s,s,w,w,w,,p,k,v,g
p,f,s,,t,p,f,c,n,n,e,e,,s,w,w,w,o,p,,s,u
e,f,f,,f,n,f,w,b,h,t,e,s,f,w,w,,o,e,n,,g
e,f,s,,f,n,f,w,b,h,t,e,f,s,w,w,w,o,e,n,s,g
e,f,f,n,f,n,f,w,b,h,,e,f,f,w,w,w,o,e,k,,g
e,x,s,,f,n,f,w,b,h,t,e,s,f,w,w,,,e,k,,g
e,f,s,,f,n,f,w,b,k,t,e,s,f,w,w,,o,e,k,a,g
p,f,s,w,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,,,g
p,f,s,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,k,v,g
e,f,s,,f,n,f,w,b,p,t,e,f,f,w,w,w,o,e,n,,g
e,x,s,,f,n,f,w,b,k,t,e,f,s,w,w,,o,e,k,a,g
e,x,s,,f,n,f,w,,h,t,e,f,f,w,w,w,o,e,n,,g
e,x,f,n,t,n,f,c,b,w,t,b,s,,w,g,w,o,p,k,v,d
e,x,f,n,t,n,f,c,b,n,t,b,s,,g,w,w,o,p,,v,d
e,f,f,w,f,n,f,w,b,p,t,e,,s,w,w,w,o,e,k,a,g
e,f,f,,f,n,f,w,b,n,t,e,f,s,w,w,w,o,e,n,s,g
e,x,f,,f,n,f,w,b,k,t,e,f,f,w,w,,,e,k,,g
e,x,s,y,t,l,f,c,b,n,e,c,s,s,w,w,,o,p,n,,m
e,f,s,,f,n,f,w,b,n,t,e,,f,w,w,w,o,e,n,a,g
e,x,s,,f,n,f,w,b,h,t,e,,f,w,w,w,o,e,n,,g
e,x,f,,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,n,s,g
e,x,f,n,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,n,a,g
e,x,s,w,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,n,,g
e,x,s,n,f,n,f,w,b,h,,e,f,f,w,w,,o,e,k,,g
e,x,s,g,f,n,f,w,b,h,t,e,f,s,w,w,w,,e,n,,g
e,x,s,,f,n,f,w,,p,,e,,f,w,w,,o,e,,,g
e,f,s,,f,n,f,w,b,p,t,e,,s,w,w,w,o,e,n,s,g
e,x,s,,f,n,f,w,b,n,t,e,,f,w,w,w,o,e,k,,g
e,f,f,,f,n,f,w,b,p,t,e,s,s,w,w,w,,e,n,,g
e,f,f,w,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,k,,g
e,x,f,,f,n,f,w,b,n,t,e,,s,w,w,,o,e,n,a,g
e,f,f,,f,n,f,w,b,h,t,e,f,s,w,w,,o,e,k,,g
e,x,f,g,f,n,f,w,b,p,t,e,s,f,w,w,w,o,e,k,,g
e,x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,g
e,x,s,y,t,l,f,c,b,n,e,c,s,s,w,w,,o,p,k,n,g
e,x,s,w,f,n,f,w,b,p,,e,,f,w,w,w,o,e,k,,g
p,x,y,,t,p,f,c,n,k,e,e,s,,w,w,w,o,p,k,s,g
e,x,f,,f,n,f,w,b,k,t,e,s,,w,w,,o,e,,,g
p,x,s,w,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,k,s,u
e,x,y,g,t,n,f,c,b,n,t,b,s,s,p,g,w,o,p,,v,d
p,f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,k,v,u
e,x,y,,t,l,f,c,b,g,e,c,s,,w,w,w,o,p,,s,g
e,x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,n,m
e,f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,n,y,p
e,x,s,,f,n,f,w,b,n,t,e,s,f,w,w,w,o,e,n,s,g
e,f,s,,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,k,s,g
e,x,s,g,f,n,f,w,b,p,,e,s,s,w,w,w,o,e,k,a,g
e,x,s,,f,n,f,w,b,n,t,e,,s,w,w,w,o,e,k,a,g
e,f,s,,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,,,g
e,f,s,n,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,k,a,g
e,x,s,,f,n,f,w,b,n,t,e,f,f,w,w,w,o,e,k,s,g
e,b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,,g
e,x,s,,f,n,f,w,b,p,t,e,,s,w,w,,o,e,,s,g
e,x,s,,t,l,f,c,b,w,e,c,s,s,w,w,,o,p,k,s,m
p,f,y,w,t,p,f,c,,n,e,e,s,s,w,w,,o,p,k,v,g
e,f,s,,f,n,f,w,b,p,t,e,,f,w,w,w,o,e,,s,g
e,f,s,,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,,s,g
e,f,s,g,f,n,f,w,b,n,t,e,,s,w,w,w,o,e,n,s,g
e,f,f,,f,n,f,w,b,h,t,e,f,s,w,w,,o,e,n,,g
e,x,y,n,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,n,y,d
e,x,f,n,t,n,f,c,b,n,t,b,,s,g,g,w,o,p,k,y,d
e,x,y,y,t,a,f,c,b,n,e,r,,y,w,w,w,o,p,n,y,p
e,x,f,g,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,k,y,d
e,f,f,,f,n,f,w,b,p,t,e,,,w,w,w,o,e,n,a,g
e,f,s,n,f,n,f,w,b,h,t,e,,s,w,w,w,o,e,k,s,g
e,f,s,,f,n,f,w,b,n,t,e,s,f,w,w,,o,e,n,a,g
e,x,f,g,f,n,f,w,b,k,t,e,,,w,w,w,o,e,n,a,g
e,f,s,,f,n,f,w,b,n,t,e,f,f,w,w,w,o,e,,s,g
e,f,f,g,f,n,f,w,b,n,t,e,f,s,w,w,w,o,e,n,a,g
e,x,f,,f,n,f,w,b,k,t,e,,s,w,w,w,o,e,n,,g
e,x,s,,f,n,f,w,b,k,t,e,,f,w,w,w,o,e,n,,g
e,x,f,n,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,k,y,d
e,f,s,,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,,s,g
e,f,f,,f,n,f,w,b,n,t,e,f,s,w,w,w,o,e,k,s,g
p,f,y,,t,p,f,c,n,w,e,e,,s,w,w,w,,p,k,s,g
e,x,f,n,t,n,f,c,b,n,t,b,s,s,p,w,w,o,p,k,y,d
e,x,f,,f,n,f,w,b,p,t,e,f,f,w,w,,o,e,k,s,g
e,f,f,,f,n,f,w,b,n,t,e,s,f,w,w,w,o,e,k,s,g
p,f,y,n,t,p,f,c,n,n,e,e,s,,w,w,,o,p,n,v,u
e,f,f,,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,k,,g
e,x,f,g,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,k,,d
e,x,f,w,f,n,f,w,b,p,t,e,,f,w,w,w,,e,k,a,g
e,x,f,g,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,k,s,g
e,x,f,n,t,n,f,c,,w,t,b,s,s,g,p,w,o,p,,v,d
e,x,s,,f,n,f,w,b,h,t,e,,f,w,w,w,o,e,,,g
e,f,f,,f,n,f,w,b,p,t,e,,f,w,w,w,o,e,n,a,g
e,x,f,g,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,k,,d
e,x,y,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,g
e,x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,,m
e,f,s,,f,n,f,w,b,p,t,e,f,s,w,w,w,,e,n,,g
e,f,s,w,f,n,f,w,b,k,t,e,s,,w,w,w,o,e,k,a,g
e,f,s,,f,n,f,w,b,n,t,e,f,f,w,w,w,o,e,k,s,g
e,f,s,,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,k,,g
e,x,f,,f,n,f,w,b,h,t,e,,f,w,w,w,,e,n,a,g
e,x,s,n,f,n,f,w,,n,t,e,,f,w,w,,o,e,n,s,g
e,b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,w,,p,n,,m
p,f,y,w,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,,,g
e,x,s,n,f,n,f,w,,k,t,e,s,f,w,w,w,o,e,k,a,g
e,f,s,,f,n,f,w,b,k,,e,,s,w,w,w,o,e,,s,g
e,x,y,,t,a,f,c,b,n,e,r,s,y,w,w,w,o,p,,s,g
e,x,s,,f,n,f,w,b,n,t,e,f,,w,w,,o,e,n,a,g
e,f,s,,f,n,f,w,b,k,t,e,f,s,w,w,,o,e,n,a,g
p,x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,k,v,u
e,f,s,,f,n,f,w,b,n,t,e,f,f,w,w,w,o,e,k,a,g
e,x,f,,f,n,f,w,b,p,t,e,,s,w,w,w,o,e,n,,g
p,f,s,n,t,p,f,c,n,n,e,e,s,s,w,w,,o,p,,v,g
e,x,f,,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,n,a,g
e,x,s,,f,n,f,w,b,p,t,e,,s,w,w,w,o,e,k,a,g
e,x,f,n,t,n,f,c,b,u,t,b,s,,g,p,,o,p,,v,d
e,f,s,,f,n,f,w,b,p,t,e,f,,w,w,w,o,e,,,g
p,f,s,w,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,,,u
e,x,f,,f,n,f,w,b,h,t,e,s,f,w,w,w,o,e,k,a,g
e,f,f,,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,n,s,g
e,f,s,,f,n,f,w,b,p,t,e,,f,w,w,w,o,e,n,s,g
e,x,f,w,f,n,f,w,b,n,t,e,,,w,w,w,o,e,k,a,g
e,f,y,n,t,l,f,c,b,w,e,r,,y,w,w,w,o,p,n,y,g
p,,s,w,t,p,f,c,n,w,e,e,,s,w,w,w,o,p,n,s,g
e,x,f,,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,n,a,g
e,f,f,n,f,n,f,c,n,p,e,e,s,s,w,w,w,o,p,k,,u
p,,y,,t,p,f,c,n,w,e,e,,s,w,w,w,,p,,s,u
e,f,s,,f,n,f,w,b,n,t,e,s,f,w,w,w,o,e,n,s,g
e,x,f,g,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,n,,g
e,f,y,y,t,a,f,c,b,n,e,r,s,y,w,w,w,o,p,n,y,p
e,x,f,w,f,n,f,w,b,h,t,e,,f,w,w,w,o,e,n,s,g
e,x,f,,f,n,f,w,b,h,t,e,f,f,w,w,,o,e,k,a,g
p,f,y,,t,p,f,c,n,n,e,e,s,s,w,w,,o,p,,s,g
e,f,f,n,f,n,f,w,b,h,t,e,f,s,w,w,w,o,e,k,s,g
e,f,f,,f,n,f,w,b,k,t,e,,s,w,w,w,o,e,n,,g
e,x,f,n,f,n,f,w,b,n,t,e,,s,w,w,w,,e,k,s,g
e,x,f,n,t,n,f,c,b,p,t,b,,s,p,p,,o,p,n,v,d
e,x,s,,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,k,s,g
e,x,s,,f,n,f,w,b,n,,e,,s,w,w,w,o,e,k,a,g
e,x,f,w,f,n,f,w,b,k,t,e,,f,w,w,w,o,e,,s,g
e,f,f,,f,n,f,w,b,h,,e,,,w,w,w,o,e,n,s,g
e,x,f,n,t,n,f,c,b,n,t,b,,s,w,w,,o,p,k,y,d
e,x,s,,f,n,f,w,b,p,t,e,,f,w,w,w,o,e,,s,g
p,x,s,w,t,p,f,c,n,n,,e,,s,w,w,w,o,p,,s,u
e,f,s,,f,n,f,w,b,n,t,e,s,f,w,w,w,o,e,n,,g
e,,s,,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,n,s,g
e,x,f,n,t,n,f,c,b,p,t,b,s,s,w,g,,o,p,,v,d
e,x,y,y,t,a,f,c,b,p,e,r,s,y,w,w,w,o,p,n,y,g
e,x,s,,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,k,a,g
e,x,f,n,f,n,f,w,b,h,t,e,,s,w,w,w,o,e,k,a,g
e,x,f,,f,n,f,w,b,k,t,e,,s,w,w,,o,e,k,a,g
e,x,y,y,t,a,f,c,b,k,e,c,,s,w,w,w,o,p,n,s,g
e,x,f,n,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,k,,d
e,x,f,,f,n,f,w,b,p,t,e,,s,w,w,w,o,e,k,,g
e,x,f,w,f,n,f,w,b,n,t,e,,s,w,w,w,o,e,k,a,g
p,,s,n,t,p,f,c,,n,e,e,s,s,w,w,w,o,p,n,,u
p,f,s,w,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,k,v,u
e,,s,n,f,n,f,w,,p,t,e,,s,w,w,w,o,e,k,a,g
e,x,f,g,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,u
e,f,s,n,f,n,f,w,b,p,t,e,f,f,w,w,w,,e,k,s,g
e,x,s,,f,n,f,w,b,k,t,e,,s,w,w,w,o,e,k,a,g
p,f,s,,t,p,f,c,n,w,e,e,s,s,w,w,w,,p,k,,g
e,b,s,,t,a,f,c,b,k,e,c,s,s,w,w,w,,p,n,s,g
e,x,f,,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,k,a,g
p,f,y,,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,k,s,u
e,x,s,,f,n,f,w,,h,t,e,f,f,w,w,w,o,e,k,,g
e,x,s,,f,n,f,w,b,k,t,e,s,f,w,w,,o,e,n,,g
e,x,s,,f,n,f,w,b,n,t,e,f,s,w,w,w,o,e,,s,g
p,f,s,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,n,,u
e,f,s,w,f,n,f,w,b,k,,e,f,f,w,w,w,o,e,k,,g
e,x,f,,f,n,f,w,b,h,t,e,f,,w,w,w,o,e,n,a,g
e,f,f,,f,n,f,w,b,p,t,e,,s,w,w,w,o,e,n,s,g
e,x,f,,f,n,f,w,b,p,t,e,f,f,w,w,,o,e,n,a,g
p,f,y,n,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,k,v,g
e,,f,w,f,n,f,w,b,p,t,e,s,f,w,w,w,o,e,n,,g
e,f,s,,f,n,f,w,,p,t,e,f,s,w,w,w,o,e,n,a,g
p,f,y,w,t,p,f,c,n,k,e,e,s,s,w,w,w,,p,,v,u
e,f,s,,f,n,f,w,b,p,t,e,,f,w,w,,o,e,k,a,g
e,f,y,n,t,n,f,c,b,w,t,b,s,,w,g,w,o,p,n,v,d
e,x,f,,f,n,f,w,b,h,t,e,,f,w,w,w,o,e,,a,g
e,x,f,g,t,n,f,c,b,u,t,b,s,s,w,p,w,o,p,k,,d
e,x,y,,t,n,f,c,b,p,t,b,,s,p,w,,o,p,,,d
e,f,f,n,t,n,f,c,b,n,t,b,s,s,p,g,w,o,p,n,y,d
e,,y,e,t,n,f,c,b,p,t,b,,s,p,p,w,o,p,k,,d
e,f,s,,f,n,f,w,b,h,t,e,f,s,w,w,w,o,e,n,,g
e,x,f,g,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,n,y,d
e,x,y,g,t,n,f,c,b,p,t,b,s,s,g,p,,,p,k,,d
e,,f,,f,n,f,w,b,p,,e,,s,w,w,w,o,e,n,,g
p,f,s,n,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,,s,g
e,f,f,n,t,n,f,c,b,n,t,b,,,g,w,,o,p,k,,d
p,x,s,n,t,p,f,c,,n,e,e,s,s,w,w,w,,p,k,,g
e,x,s,,t,a,f,c,b,n,e,c,,s,w,w,w,o,p,,,g
e,x,s,w,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,k,a,g
e,x,y,,t,a,f,c,b,g,e,c,,s,w,w,,o,p,n,s,g
p,x,f,g,f,f,f,c,b,h,e,b,k,k,n,b,,o,l,h,,g
e,f,s,,f,n,f,w,b,k,t,e,f,s,w,w,,o,e,n,,g
e,f,s,,f,n,f,w,b,p,t,e,f,f,w,w,w,o,e,n,s,g
e,x,f,,t,n,f,c,b,p,t,b,s,s,g,g,,o,p,k,v,d
e,f,s,,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,k,s,g
e,x,f,,f,n,f,w,b,h,t,e,,f,w,w,w,,e,,,g
p,x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,w,,p,,v,u
e,f,f,n,t,n,f,c,b,p,t,b,s,s,p,g,w,o,p,n,,d
e,x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,n,g
e,f,f,,f,n,f,w,b,n,t,e,,s,w,w,,o,e,,,g
e,x,y,e,t,n,f,c,b,n,t,b,s,s,w,g,,o,p,n,v,d
e,f,f,,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,k,s,g
e,x,s,,f,n,f,w,b,p,,e,f,s,w,w,,,e,n,a,g
e,x,y,n,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,,,d
e,x,y,g,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,n,,d
e,x,f,g,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,k,v,d
e,f,s,,f,n,f,w,b,n,t,e,f,,w,w,w,o,e,n,,g
e,x,f,g,t,n,f,c,b,u,t,b,s,s,p,w,,o,p,,v,d
e,x,f,n,t,n,f,c,b,u,t,b,s,s,g,g,w,o,p,n,v,d
e,x,f,e,t,n,f,c,b,w,t,b,,s,g,w,w,o,p,,,d
e,x,y,n,t,n,f,c,b,w,t,b,s,s,p,g,,o,p,n,,d
e,f,f,w,f,n,f,w,b,h,t,e,f,,w,w,w,o,e,,,g
e,x,y,n,t,n,f,c,b,p,t,b,s,s,p,w,w,o,p,k,,d
e,x,s,,f,n,f,w,b,n,t,e,,f,w,w,w,o,e,k,s,g
e,x,f,,f,n,f,w,b,h,t,e,f,s,w,w,,o,e,k,,g
e,f,f,,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,n,a,g
e,x,y,,t,n,f,c,b,p,t,b,s,s,w,p,,o,p,,v,d
p,f,y,,t,p,f,c,n,k,e,e,,s,w,w,w,o,p,,s,u
e,x,y,e,t,n,f,c,b,p,t,b,s,s,p,g,w,o,p,,,d
e,f,f,,f,n,f,w,b,p,t,e,s,f,w,w,,o,e,k,,g
e,f,s,,f,n,f,w,,h,t,e,,s,w,w,,o,e,n,a,g
e,x,y,g,t,n,f,c,b,w,t,b,s,,g,p,w,o,p,n,v,d
e,f,f,g,t,n,f,c,b,p,t,b,s,s,p,w,,o,p,k,,d
e,x,f,n,t,n,f,c,b,w,t,b,s,s,g,w,w,o,p,k,,d
e,f,f,e,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,,v,d
e,x,s,,f,n,f,w,b,h,t,e,,,w,w,w,o,e,n,a,g
e,x,f,e,t,n,f,c,b,w,t,b,s,s,w,g,,o,p,n,v,d
e,x,f,n,t,n,f,c,b,p,t,b,s,s,w,p,w,o,p,,v,d
e,x,f,g,t,n,f,c,b,u,t,b,,s,w,w,w,o,p,,y,d
e,x,f,n,t,n,f,c,b,n,t,b,s,s,p,w,,o,p,n,y,d
e,x,f,y,t,a,f,w,n,w,t,b,s,s,w,w,w,o,p,n,v,d
e,x,f,e,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,n,v,d
p,f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,n,,g
e,x,s,w,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,k,,g
e,x,f,e,t,n,f,c,b,u,t,b,s,s,g,g,w,,p,n,y,d
e,x,y,n,t,n,f,c,b,w,,b,,s,p,p,w,o,p,,,d
e,,f,,f,n,f,w,b,h,t,e,f,s,w,w,w,o,e,k,a,g
e,x,f,g,t,n,f,c,b,w,,b,s,s,p,w,w,o,p,n,,d
e,,s,,f,n,f,w,b,n,t,e,s,s,w,w,,o,e,,,g
e,x,y,e,t,n,f,c,b,w,t,b,s,s,p,g,,o,p,n,y,d
e,x,y,n,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,n,v,d
e,x,s,,f,n,f,w,b,p,,e,f,s,w,w,w,o,e,k,,g
e,x,s,n,f,n,f,w,b,n,t,e,,f,w,w,w,o,e,k,a,g
e,x,s,,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,,s,g
e,x,s,,f,n,f,w,b,n,t,e,,f,w,w,w,o,e,k,,g
e,f,f,e,t,n,f,c,b,n,t,b,s,s,p,g,,o,p,n,y,d
e,f,f,,f,n,f,w,b,n,t,e,s,f,w,w,,o,e,k,a,g
e,f,f,,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,k,,g
e,x,y,e,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,n,,d
e,x,f,e,t,n,f,c,b,p,t,b,s,s,p,w,w,o,p,n,y,d
e,x,y,g,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,,v,d
e,x,f,e,t,n,f,c,b,p,t,b,s,s,w,g,w,o,p,k,y,d
e,f,s,,f,n,f,w,b,h,t,e,,s,w,w,,o,e,,s,g
e,x,s,,f,n,f,w,b,n,t,e,s,s,w,w,,o,e,k,a,g
e,x,s,,f,n,f,w,b,h,t,e,s,f,w,w,w,o,e,k,,g
e,x,f,w,f,n,f,w,b,k,,e,,s,w,w,w,,e,n,,g
e,x,f,e,t,n,f,c,,u,t,b,s,,g,p,w,o,p,,v,d
e,x,f,n,t,n,f,c,b,u,,b,s,s,g,g,w,o,p,n,,d
e,f,f,n,t,n,f,c,b,w,t,b,s,s,g,p,,o,p,k,v,d
e,f,f,w,t,l,f,w,n,p,t,b,s,s,w,w,w,o,p,,,d
e,f,f,,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,k,a,g
p,f,y,,t,p,f,c,n,n,e,e,s,s,w,w,,o,p,k,s,g
e,f,f,g,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,k,v,d
e,x,f,n,t,n,f,c,b,w,t,b,s,,w,g,w,o,p,,,d
e,x,s,w,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,n,a,g
e,x,f,,f,n,f,w,b,h,t,e,f,f,w,w,,o,e,n,a,g
e,x,s,,f,n,f,w,b,h,t,e,,s,w,w,,o,e,n,,g
e,x,f,n,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,n,,g
e,x,s,,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,n,,g
e,x,y,n,t,n,f,c,b,w,t,b,,s,g,g,w,o,p,,v,d
e,x,f,n,t,n,f,c,b,u,t,b,s,s,p,p,,o,p,n,y,d
e,,s,,f,n,f,w,b,k,t,e,f,f,w,w,,,e,,s,g
e,f,s,,f,n,f,w,b,n,t,e,f,f,w,w,,o,e,k,a,g
e,x,s,,f,n,f,w,b,p,,e,,s,w,w,w,o,e,n,,g
e,f,f,g,t,n,f,c,b,n,t,b,s,s,p,w,w,o,p,k,y,d
e,x,s,,f,n,f,w,b,h,t,e,,f,w,w,w,o,e,n,,g
e,f,f,n,f,n,f,w,b,k,t,e,s,f,w,w,w,o,e,n,,g
e,f,s,w,f,n,f,w,b,h,t,e,,s,w,w,w,o,e,k,,g
e,x,f,,f,n,f,w,b,k,t,e,s,s,w,w,,o,e,n,,g
e,f,f,n,f,n,f,w,b,k,t,e,s,s,w,w,w,,e,n,a,g
e,,f,,f,n,f,w,b,p,t,e,f,f,w,w,w,o,e,k,a,g
e,x,f,n,t,n,f,c,b,w,t,b,s,,w,p,,o,p,n,,d
e,f,s,,f,n,f,w,b,h,t,e,s,f,w,w,w,o,e,k,,g
e,f,s,,f,n,f,w,b,n,t,e,,f,w,w,,o,e,n,s,g
e,x,y,e,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,,,d
e,x,y,g,t,n,f,c,b,u,t,b,,s,g,g,w,o,p,k,v,d
e,x,y,e,t,n,f,c,b,n,t,b,,s,g,p,w,o,p,k,v,d
e,x,f,,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,,,g
e,f,f,,f,n,f,w,,p,t,e,f,s,w,w,w,o,e,n,a,g
e,f,y,y,t,l,f,c,b,p,e,r,s,y,w,w,,o,p,n,y,g
p,f,y,w,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,k,,u
e,f,s,n,f,n,f,w,b,h,t,e,f,f,w,w,,o,e,k,a,g
e,f,f,n,f,n,f,w,b,k,t,e,,f,w,w,w,o,e,,s,g
e,f,f,n,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,,,d
e,x,f,e,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,k,,d
e,f,f,g,f,n,f,w,b,p,t,e,s,s,w,w,,o,e,n,a,g
e,x,f,,f,n,f,w,b,n,t,e,,s,w,w,,o,e,,s,g
e,x,f,,f,n,f,w,b,h,,e,f,f,w,w,w,o,e,n,s,g
e,x,y,e,t,n,f,c,b,w,t,b,s,s,g,w,w,,p,n,v,d
e,f,f,n,t,n,f,c,b,w,,b,s,s,g,w,,o,p,k,v,d
e,x,f,n,f,n,f,w,b,p,t,e,s,f,w,w,w,o,e,k,s,g
e,x,f,,f,n,f,w,b,p,t,e,s,f,w,w,w,o,e,k,a,g
e,f,s,,f,n,f,w,b,h,t,e,s,f,w,w,w,o,e,k,,g
e,f,s,g,f,n,f,w,,p,t,e,s,s,w,w,w,o,e,k,s,g
p,f,y,,t,p,f,c,n,w,e,e,,s,w,w,w,o,p,,s,u
e,b,s,w,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,,g
e,x,f,n,t,n,f,c,b,w,t,b,s,s,g,w,w,o,p,n,v,d
e,f,f,,f,n,f,w,b,k,t,e,,f,w,w,w,o,e,k,a,g
e,x,f,,f,n,f,w,b,k,t,e,f,s,w,w,w,o,e,n,s,g
e,x,s,,f,n,f,w,b,k,t,e,s,f,w,w,w,,e,,,g
e,f,s,w,t,l,f,w,n,n,t,b,s,s,w,w,w,o,p,,,d
e,x,f,,f,n,f,w,b,h,t,e,s,s,w,w,,o,e,n,,g
e,x,s,,f,n,f,w,b,h,t,e,f,s,w,w,w,,e,k,a,g
e,x,s,g,f,n,f,w,b,k,t,e,f,s,w,w,w,o,e,k,s,g
e,x,y,e,t,n,f,c,b,p,t,b,s,,w,p,w,o,p,k,v,d
e,f,f,n,t,n,f,c,b,n,t,b,s,s,g,p,,o,p,,,d
e,x,f,n,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,,v,d
e,f,f,,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,k,s,g
e,f,s,,f,n,f,w,b,n,t,e,f,s,w,w,w,o,e,n,,g
p,f,s,w,t,p,f,c,n,k,e,e,s,s,w,w,,o,p,n,,u
e,f,f,n,f,n,f,w,b,p,t,e,f,f,w,w,w,o,e,n,s,g
e,x,y,g,t,n,f,c,b,w,t,b,s,,g,g,w,o,p,n,y,d
e,x,y,g,t,n,f,c,b,n,t,b,s,s,g,g,,o,p,,v,d
e,x,f,g,f,n,f,w,b,p,t,e,,s,w,w,w,o,e,n,,g
e,x,f,g,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,n,v,d
e,x,y,e,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,,v,d
e,x,f,g,t,n,f,c,b,p,t,b,s,s,g,p,w,o,p,k,y,d
e,x,f,g,t,n,f,c,b,u,t,b,s,s,p,w,,o,p,,,d
e,x,f,n,t,n,f,c,b,p,,b,s,s,p,g,w,o,p,k,v,d
p,x,s,w,t,p,f,c,,p,e,e,s,s,w,w,w,o,p,k,,g
