class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,f,s,w,f,n,f,,b,,t,e,s,f,w,w,w,o,e,n,a,g
e,x,f,g,,n,f,w,b,k,t,e,f,s,w,w,w,o,e,n,a,g
e,f,s,w,f,n,f,w,b,n,t,e,f,f,w,w,w,,e,k,s,g
e,f,,g,f,n,f,w,b,,t,e,f,s,w,w,w,o,e,n,a,g
e,x,,g,f,n,f,w,b,k,t,e,s,s,w,w,w,,e,n,a,g
e,x,s,n,f,n,f,w,b,k,t,e,s,f,w,w,w,o,e,,a,g
e,x,f,n,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,k,y,d
e,f,s,w,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,n,s,g
e,f,f,n,f,n,f,w,b,n,t,e,f,s,w,w,w,o,e,k,,g
p,f,,n,t,p,f,c,n,w,e,e,s,s,w,w,w,,p,k,s,g
e,x,f,n,t,n,,c,b,n,t,b,s,s,p,w,w,o,p,k,y,d
e,x,f,n,f,n,f,,b,p,t,e,f,f,w,w,w,o,e,k,s,g
e,f,,,f,n,f,w,b,n,t,e,s,f,w,w,w,o,e,k,s,g
p,f,y,n,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,,v,u
e,f,,g,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,,s,g
e,x,f,g,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,k,v,d
e,x,,w,f,n,f,w,b,p,t,e,f,f,w,w,w,o,e,k,a,g
e,x,f,g,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,k,s,g
e,x,f,n,t,n,f,c,b,w,t,b,s,s,g,p,w,o,p,n,v,d
e,x,s,g,f,n,f,w,b,,t,e,s,f,w,w,w,o,e,n,a,g
e,f,f,w,f,n,f,w,b,p,t,e,s,f,w,w,w,o,e,n,a,g
e,x,f,g,,n,f,c,b,,t,b,s,s,p,p,w,o,p,k,y,d
e,x,,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,g
e,x,y,w,t,l,f,c,b,k,e,,s,s,w,w,w,o,p,,n,m
e,f,s,g,,n,f,w,b,p,t,e,f,s,w,w,w,o,e,n,s,g
e,f,,w,,n,f,w,b,,t,e,s,s,w,w,w,o,e,,a,g
e,f,,n,f,n,f,w,b,n,t,e,f,f,w,w,w,o,e,k,s,g
e,f,,w,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,k,a,g
e,x,f,n,,n,f,w,b,h,t,e,s,f,w,w,w,o,e,,a,g
e,x,s,n,f,n,f,w,b,n,t,e,s,f,w,w,w,o,e,n,s,g
e,b,y,,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m
p,f,,w,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,k,v,g
e,x,s,n,f,n,f,w,b,k,t,e,s,f,w,w,w,o,e,k,a,g
e,f,s,n,f,n,f,w,b,k,t,e,f,s,w,w,w,o,e,k,s,g
e,x,,n,,a,f,c,b,,e,r,s,y,w,w,w,o,p,k,s,g
e,x,s,g,f,n,f,w,b,n,t,e,f,f,w,w,w,o,e,n,a,g
e,f,s,w,f,n,f,w,b,k,t,e,f,s,w,w,w,o,e,n,a,g
p,x,,n,t,p,f,,n,n,e,e,s,s,w,w,w,o,p,k,v,u
e,f,s,g,f,n,f,w,b,,t,e,f,f,w,w,w,o,e,k,a,g
e,x,f,w,,n,f,w,b,,t,e,f,s,w,w,w,o,e,n,s,g
p,f,,n,t,p,f,c,n,,e,e,s,s,w,w,w,o,p,,v,g
e,x,,n,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,n,a,g
e,x,,n,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,k,a,g
e,x,,n,t,n,f,,b,u,t,b,s,s,g,p,w,o,p,k,v,d
e,f,s,,f,n,f,,b,p,t,e,f,s,w,w,w,o,e,k,s,g
p,f,s,w,t,p,f,c,n,p,e,,s,s,w,w,w,o,p,,v,u
e,x,f,w,,n,f,w,b,h,t,e,s,f,w,w,w,o,e,k,a,g
e,f,,n,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,n,s,g
e,f,s,g,f,n,f,w,b,p,t,e,f,f,w,w,w,o,e,n,s,g
e,x,,w,f,n,f,w,b,,t,e,f,f,w,w,w,o,e,k,a,g
e,f,y,n,,l,f,c,b,w,e,,s,y,w,w,w,o,p,n,y,g
p,f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,,s,g
e,x,f,w,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,n,a,g
e,f,,n,f,n,,c,n,p,e,e,s,s,w,w,w,o,p,k,y,u
p,f,y,n,t,p,f,,n,,e,,s,s,w,w,w,o,p,,s,u
e,f,,w,,n,f,w,b,n,t,e,s,f,w,w,w,o,e,n,s,g
e,x,,,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,,s,g
e,f,y,y,t,a,f,c,b,,e,,s,y,w,w,w,o,p,n,y,p
e,x,,w,f,n,f,,b,h,t,e,f,f,w,w,w,o,e,n,s,g
e,x,f,w,,n,f,w,b,h,t,e,f,f,w,w,w,o,e,k,a,g
p,f,,n,t,p,f,,n,n,e,e,s,s,w,w,w,,p,,s,g
e,f,f,,f,n,f,w,b,h,t,e,f,s,w,w,w,o,e,k,s,g
e,f,,,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,n,s,g
e,x,f,n,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,k,s,g
e,x,f,n,t,n,f,c,b,p,t,b,s,s,p,p,w,o,p,n,v,d
e,x,s,g,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,k,s,g
e,x,,g,f,n,f,,b,n,t,e,f,s,w,w,w,o,e,k,a,g
e,x,f,w,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,k,s,g
e,f,,g,f,n,f,,b,,t,e,s,s,w,w,w,o,e,,s,g
e,x,f,n,t,n,f,,b,n,t,b,s,s,w,w,w,o,p,,,d
e,x,,w,f,n,f,w,b,p,t,e,f,f,w,w,w,o,e,n,s,g
p,x,s,,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,,s,u
e,f,s,g,,n,f,w,b,,t,e,s,f,w,w,w,o,e,n,a,g
e,x,s,n,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,,s,g
e,x,f,n,t,n,f,c,b,p,t,b,s,s,w,g,w,o,p,k,v,d
e,x,y,y,t,a,f,,b,p,e,,s,y,w,w,w,o,p,n,y,g
e,x,,g,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,k,a,g
e,x,f,,f,n,f,w,b,h,t,e,f,s,w,w,w,o,e,k,a,g
e,x,f,w,,n,f,w,b,k,t,e,s,s,w,w,w,o,e,k,a,g
e,x,y,y,,a,f,c,b,,e,c,s,s,w,w,w,o,p,n,s,g
e,x,f,n,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,k,y,d
e,x,f,w,,n,f,w,b,p,t,e,s,s,w,w,w,o,e,k,a,g
e,x,f,w,f,n,f,w,b,n,t,e,f,s,w,w,w,o,e,k,a,g
p,f,s,n,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,n,s,u
p,f,s,w,,p,f,c,n,k,e,e,s,s,w,w,w,o,p,k,v,u
,x,s,n,f,n,f,,b,p,t,e,s,s,w,w,w,o,e,k,,g
e,x,,g,f,n,f,c,n,n,e,e,s,s,w,w,w,,p,n,,u
e,f,s,n,f,n,f,,b,,t,e,f,f,w,w,w,o,e,k,s,g
e,x,s,w,f,n,f,w,b,k,t,e,f,s,w,w,w,o,e,k,a,g
p,f,,w,t,p,f,c,n,,e,e,s,s,w,w,w,o,p,k,s,g
e,b,s,y,t,a,f,c,b,k,e,,s,s,w,w,w,o,p,n,s,g
e,x,f,n,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,k,a,g
p,f,y,n,t,p,f,c,n,n,e,e,s,s,w,w,w,,p,k,s,u
e,x,s,g,,n,f,,b,h,t,e,f,f,w,w,w,o,e,,a,g
e,x,s,g,f,n,f,w,b,k,t,e,s,f,w,w,w,o,e,n,s,g
e,x,s,w,f,n,f,w,b,n,t,e,f,s,w,w,w,o,e,k,s,g
p,f,s,w,t,p,f,,n,n,e,e,s,s,w,w,w,o,p,n,v,u
e,f,s,w,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,k,a,g
e,x,f,n,,n,f,w,b,h,t,e,f,s,w,w,w,o,e,n,a,g
e,f,f,n,f,n,f,,b,p,t,e,s,s,w,w,w,o,e,n,s,g
e,x,,,f,n,f,w,b,p,t,e,f,f,w,w,w,o,e,n,a,g
p,f,y,n,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,,v,g
e,x,,,f,n,f,w,b,p,t,e,s,f,w,w,w,o,e,n,s,g
e,f,s,w,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,n,a,g
p,f,y,w,t,p,f,,n,k,e,e,s,s,w,w,w,o,p,k,v,u
e,f,s,g,,n,f,w,b,,t,e,s,f,w,w,w,o,e,k,a,g
e,f,,n,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,n,v,d
e,x,f,g,f,n,f,w,b,h,t,e,s,f,w,w,w,o,e,n,a,g
e,x,,g,t,n,f,c,b,u,t,b,s,s,w,p,w,o,p,k,v,d
e,x,,n,t,n,f,c,b,p,t,b,s,s,p,w,w,o,p,n,v,d
e,f,f,n,,n,f,c,b,n,t,b,s,s,p,g,w,o,p,n,y,d
e,f,y,e,t,n,f,,b,,t,b,s,s,p,p,w,o,p,k,v,d
e,f,,g,f,n,f,,b,,t,e,f,s,w,w,w,,e,n,s,g
e,x,f,g,t,n,f,c,b,u,t,b,s,s,p,p,w,,p,n,y,d
e,x,y,g,t,n,f,c,b,p,t,b,s,s,g,p,w,o,p,k,y,d
e,x,f,g,f,n,f,,b,p,t,e,f,s,w,w,w,o,e,n,s,g
p,f,s,n,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,n,s,g
e,f,f,n,t,n,f,c,b,n,t,b,s,s,g,w,w,o,p,k,v,d
p,x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,w,,p,k,v,g
e,x,,w,t,a,f,c,b,n,e,,s,s,w,w,w,o,p,n,s,g
e,x,s,w,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,k,a,g
e,x,y,y,t,a,f,c,b,g,e,,s,s,w,w,w,o,p,n,s,g
p,x,f,g,f,f,f,,b,h,e,b,k,k,n,b,w,o,l,h,y,g
e,f,s,n,f,n,f,w,b,k,t,e,f,s,w,w,w,o,e,n,a,g
e,f,s,w,f,n,f,w,b,p,t,e,f,f,w,w,w,o,e,n,s,g
e,x,f,n,t,n,f,,b,p,t,b,s,s,g,g,w,o,p,k,v,d
e,f,,,,n,f,,b,,t,e,s,s,w,w,w,o,e,k,s,g
e,x,f,n,f,n,f,w,b,h,t,e,s,f,w,w,w,o,e,k,s,g
p,x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,k,v,u
e,f,f,n,,n,f,c,b,p,t,b,s,s,p,g,w,o,p,n,y,d
e,x,,w,t,l,f,,b,k,e,c,s,s,w,w,w,o,p,n,n,g
e,f,,g,,n,f,w,b,n,t,e,f,s,w,w,w,o,e,k,s,g
e,x,y,e,t,n,f,c,b,n,t,b,s,s,w,g,w,o,p,n,,d
e,f,,w,f,n,f,w,b,n,t,e,s,s,w,w,w,,e,k,s,g
e,x,s,g,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,n,a,g
e,x,y,n,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,k,v,d
e,x,,g,,n,f,c,b,,t,b,s,s,w,g,w,o,p,n,y,d
e,x,f,g,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,k,v,d
e,f,s,w,,n,f,,b,,t,e,f,s,w,w,w,o,e,n,a,g
e,x,,g,t,n,,c,b,u,t,b,s,s,p,w,w,o,p,k,v,d
e,x,f,n,t,n,f,,b,u,t,b,s,s,g,g,w,,p,n,v,d
e,x,,e,t,n,f,,b,w,t,b,s,s,g,w,w,,p,n,v,d
e,x,y,n,t,n,f,c,b,w,t,b,s,s,p,g,w,o,p,n,y,d
e,f,f,w,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,n,s,g
e,x,y,,t,n,f,c,b,p,t,b,s,s,p,w,w,o,p,k,y,d
e,x,s,g,f,n,f,w,b,n,t,e,s,f,w,w,w,o,e,k,s,g
e,x,f,g,f,n,f,,b,h,t,e,f,s,w,w,w,o,e,k,a,g
e,f,f,w,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,n,a,g
e,x,y,g,,n,f,c,b,p,t,b,s,s,w,p,w,o,p,k,v,d
p,f,,,t,p,f,,n,k,e,e,s,s,w,w,w,o,p,n,s,u
e,x,y,e,t,n,f,,b,p,t,b,s,s,p,g,w,o,p,k,v,d
e,f,f,w,f,n,f,w,b,p,t,e,s,f,w,w,w,o,e,k,s,g
e,f,s,g,f,n,f,w,b,h,t,e,f,s,w,w,w,o,e,n,a,g
e,x,y,g,t,n,f,c,b,w,t,b,s,s,g,p,w,o,p,n,v,d
e,f,f,g,,n,f,c,b,p,t,b,s,s,p,w,w,o,p,k,v,d
e,x,,n,t,n,f,c,b,w,t,b,s,s,g,w,w,,p,k,v,d
e,f,f,,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,k,v,d
e,x,s,w,f,n,f,w,b,h,t,e,f,s,w,w,w,o,e,n,a,g
e,x,f,e,,n,f,c,b,w,t,b,s,s,w,g,w,o,p,n,v,d
e,x,f,n,t,n,f,c,b,p,t,b,s,s,w,p,w,o,p,k,v,d
e,x,f,g,t,n,f,c,b,u,t,b,s,s,w,w,w,,p,k,y,d
e,x,,n,,n,f,,b,n,t,b,s,s,p,w,w,o,p,n,y,d
e,x,f,y,t,a,f,w,n,w,t,,s,s,w,w,w,o,p,n,v,d
e,x,f,e,,n,f,c,b,w,t,b,s,s,g,g,w,o,p,n,v,d
p,f,s,w,,p,f,,n,w,e,e,s,s,w,w,w,o,p,,v,g
e,x,s,w,,n,f,w,b,h,t,e,f,f,w,w,w,o,e,k,s,g
e,x,f,e,t,n,f,c,b,u,t,b,s,s,g,g,w,o,p,n,y,d
e,x,y,n,t,n,f,c,b,,t,b,s,s,p,p,w,o,p,k,v,d
e,x,,w,,n,f,w,b,,t,e,f,s,w,w,w,o,e,,a,g
e,x,f,,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,n,y,d
e,x,s,g,f,n,f,,b,n,t,e,s,s,w,w,w,o,e,n,s,g
e,x,,e,t,n,f,c,b,w,t,b,s,s,p,g,w,o,p,n,,d
e,x,y,n,t,n,f,c,b,u,t,b,s,s,p,w,w,,p,n,v,d
e,x,,w,,n,f,w,b,,t,e,f,s,w,w,w,o,e,k,a,g
e,x,,n,f,n,f,w,b,n,t,e,s,f,w,w,w,o,e,k,a,g
e,x,s,w,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,,s,g
e,x,s,n,f,n,f,w,b,n,t,e,s,f,w,w,w,o,e,k,,g
e,f,f,e,t,n,f,c,b,n,t,b,s,s,p,g,w,,p,n,y,d
e,f,,w,f,n,f,w,b,n,t,e,s,f,w,w,w,o,e,k,a,g
e,f,f,,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,k,a,g
e,x,,e,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,n,v,d
e,x,f,e,,n,f,,b,p,t,b,s,s,p,w,w,o,p,n,y,d
e,x,y,g,,n,f,c,b,u,t,b,s,s,w,w,w,o,p,n,v,d
e,x,f,e,t,n,f,c,b,p,t,b,s,s,w,g,w,o,p,k,y,d
e,f,s,n,f,n,f,w,b,,t,e,s,s,w,w,w,o,e,n,s,g
e,x,s,w,f,n,f,,b,n,t,e,s,s,w,w,w,o,e,k,a,g
e,x,s,w,f,n,f,w,b,,t,e,s,f,w,w,w,o,e,k,a,g
e,x,,w,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,n,a,g
e,x,f,e,t,n,f,c,b,u,t,b,s,s,g,p,w,o,p,n,v,d
e,x,f,n,t,n,f,c,b,u,t,b,s,s,g,g,w,o,p,n,y,d
e,f,,n,t,n,f,c,b,w,t,b,s,s,g,p,w,o,p,k,,d
e,f,f,w,t,l,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d
e,f,f,w,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,k,a,g
p,f,,w,,p,f,c,n,n,e,e,s,s,w,w,w,o,p,k,s,g
e,f,f,g,t,n,f,c,b,,t,b,s,s,g,g,w,o,p,k,v,d
e,x,f,n,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,n,,d
e,x,s,w,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,n,a,g
e,x,f,w,f,n,f,w,b,h,t,e,f,f,w,w,w,,e,n,a,g
e,x,s,n,f,n,f,,b,h,t,e,s,s,w,w,w,o,e,n,a,g
e,x,f,n,,n,f,w,b,n,t,e,s,s,w,w,w,o,e,n,a,g
e,x,,,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,n,a,g
e,x,y,n,t,n,f,c,b,w,t,b,s,s,g,g,w,,p,n,v,d
e,x,,n,t,n,f,c,b,u,t,,s,s,p,p,w,o,p,n,y,d
e,f,s,g,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,n,s,g
e,f,,n,f,n,f,w,b,n,t,e,f,f,w,w,w,o,e,k,a,g
e,x,,,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,n,s,g
e,f,,g,,n,f,c,b,n,t,b,s,s,p,w,w,o,p,k,y,d
e,x,s,w,f,n,f,,b,h,t,e,f,f,w,w,w,o,e,n,a,g
e,f,f,n,f,n,f,w,b,k,t,e,s,f,w,w,w,o,e,n,a,g
e,f,s,w,,n,f,w,b,h,t,e,f,s,w,w,w,o,e,k,s,g
e,x,,g,f,n,f,w,b,,t,e,s,s,w,w,w,o,e,n,s,g
e,f,f,n,f,n,f,,b,k,t,e,s,s,w,w,w,o,e,n,a,g
e,f,f,n,f,n,,w,b,p,t,e,f,f,w,w,w,,e,k,a,g
e,x,,n,t,n,f,c,b,w,t,b,s,s,w,p,w,o,p,n,,d
e,f,,g,f,n,f,w,b,h,t,e,s,f,w,w,w,o,e,k,,g
e,f,s,,f,n,f,w,b,n,t,e,f,f,w,w,w,o,e,n,s,g
e,x,y,e,t,n,f,c,b,p,t,b,s,s,g,w,w,,p,k,v,d
e,x,,g,t,n,f,c,b,u,t,,s,s,g,g,w,o,p,,v,d
e,x,y,e,t,n,f,c,b,n,t,b,s,s,g,p,w,o,p,k,v,d
e,x,,g,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,k,s,g
e,f,f,g,,n,f,w,b,p,t,e,f,s,w,w,w,o,e,n,a,g
e,f,y,y,t,l,f,c,b,p,e,r,s,y,w,w,w,,p,n,y,g
p,f,y,w,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,k,v,u
e,f,s,n,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,k,a,g
e,f,f,n,,n,f,,b,k,t,e,s,f,w,w,w,,e,,s,g
e,f,f,n,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,k,v,d
e,x,f,e,,n,f,c,b,u,t,b,s,s,g,w,w,o,p,k,y,d
e,f,f,g,f,n,f,w,b,,t,e,s,s,w,w,w,o,e,n,a,g
e,x,f,n,f,n,f,w,b,n,t,e,f,s,w,w,w,o,e,k,s,g
e,x,f,g,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,n,s,g
e,x,y,e,t,n,f,c,b,w,t,b,s,s,g,w,w,o,p,n,v,d
e,f,f,n,t,n,f,,b,w,t,b,s,s,g,w,w,o,p,k,v,d
e,x,,n,f,n,f,,b,p,t,e,s,f,w,w,w,o,e,k,s,g
e,x,f,n,f,n,f,w,b,p,t,e,s,f,w,w,w,o,e,k,a,g
e,f,,w,,n,,w,b,h,t,e,s,f,w,w,w,o,e,k,s,g
e,f,s,g,f,n,f,,b,p,t,e,s,s,w,w,w,o,e,k,s,g
p,f,y,w,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,k,s,u
e,b,,w,,a,f,c,b,k,e,,s,s,w,w,w,o,p,n,s,g
e,x,f,n,t,n,f,,b,w,t,b,s,s,g,w,w,o,p,n,,d
e,f,,g,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,k,a,g
e,x,f,n,f,n,f,w,b,k,t,e,f,s,w,w,w,o,e,n,s,g
e,x,s,,f,n,f,w,b,k,t,e,s,f,w,w,w,o,e,n,s,g
e,f,,w,t,l,f,,n,n,t,b,s,s,w,w,w,o,p,u,v,d
e,x,,w,f,n,f,,b,h,t,e,s,s,w,w,w,o,e,,a,g
e,x,,w,f,n,f,w,b,h,t,e,f,s,w,w,w,o,e,k,a,g
e,x,s,g,f,n,f,w,b,k,t,e,f,s,w,w,w,o,e,k,s,g
e,x,y,,t,n,f,c,b,p,t,b,s,s,w,p,w,o,p,k,v,d
e,f,,n,,n,f,c,b,n,t,b,s,s,g,p,w,o,p,k,v,d
e,x,f,n,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,k,v,d
e,f,f,w,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,k,s,g
e,f,s,n,f,n,f,,b,n,t,e,f,s,w,w,w,o,e,n,s,g
p,f,,w,t,p,f,c,n,,e,e,s,s,w,w,w,o,p,n,v,u
e,f,,n,,n,f,w,b,p,t,e,f,f,w,w,w,o,e,n,s,g
e,x,y,g,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,n,y,d
e,x,y,g,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,n,v,d
e,x,f,g,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,n,a,g
e,x,f,g,,n,f,c,b,w,t,b,s,s,p,p,w,o,p,n,v,d
e,x,y,e,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,n,v,d
e,x,f,g,t,n,f,,b,p,t,b,s,s,g,p,w,o,p,k,y,d
e,x,f,g,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,n,v,d
e,x,f,n,,n,f,c,b,p,t,b,s,s,p,g,w,o,p,k,v,d
p,x,s,w,t,p,f,c,n,,e,e,s,s,w,w,w,o,p,k,v,g
e,x,f,n,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,k,s,g
e,x,,n,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,n,v,d
e,x,,g,t,n,f,,b,p,t,b,s,s,w,g,w,o,p,n,y,d
p,f,y,n,t,p,f,,n,w,e,e,s,s,w,w,w,o,p,n,,g
e,x,,g,,n,f,c,b,u,t,b,s,s,w,g,w,o,p,k,y,d
e,x,f,g,f,n,f,w,b,h,t,e,s,f,w,w,w,o,e,k,s,g
e,x,,e,,n,f,c,b,u,t,b,s,s,g,g,w,o,p,,,d
e,f,f,n,f,n,f,w,b,k,t,e,f,s,w,w,w,o,e,n,s,g
e,f,s,w,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,n,a,g
e,f,s,n,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,k,s,g
e,x,y,e,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,n,v,d
e,f,s,n,,n,f,w,b,,t,e,f,f,w,w,w,o,e,k,s,g
e,f,f,n,t,n,f,c,b,n,t,b,s,s,p,p,w,o,p,n,v,d
e,f,s,w,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,k,s,g
e,x,f,,f,n,,w,b,k,t,e,f,f,w,w,w,o,e,k,a,g
e,f,f,n,f,n,f,w,b,h,t,e,s,f,w,w,w,o,e,n,s,g
p,x,,n,t,p,f,c,n,,e,e,s,s,w,w,w,o,p,,v,u
e,x,f,n,t,n,f,,b,p,t,b,s,s,w,w,w,o,p,k,y,d
e,f,s,n,f,n,f,w,b,k,t,e,f,s,w,w,w,o,e,n,s,g
p,f,y,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,,,g
e,x,,n,t,n,f,c,b,n,t,b,s,s,p,g,w,o,p,n,v,d
e,x,f,g,t,n,f,c,b,u,t,b,s,s,w,p,w,o,p,n,y,d
e,f,f,n,,n,f,,b,p,t,e,f,f,w,w,w,o,e,n,a,g
e,x,,e,t,n,f,c,b,p,t,b,s,s,g,g,w,o,p,k,v,d
e,f,f,w,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,n,s,g
e,x,f,w,,n,f,w,b,h,t,e,f,f,w,w,w,o,e,k,s,g
e,x,y,w,t,l,f,,b,k,e,c,s,s,w,w,w,,p,k,n,m
e,x,s,w,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,,s,g
e,x,y,g,t,n,f,c,b,u,t,b,s,s,p,g,w,o,p,n,v,d
e,x,f,g,t,n,f,,b,n,t,b,s,s,g,w,w,o,p,k,y,d
e,x,s,g,f,n,f,w,b,n,t,e,f,s,w,w,w,o,e,n,,g
p,f,y,w,t,p,,c,n,n,e,e,s,s,w,w,w,o,p,,s,u
e,x,,e,t,n,f,c,b,w,t,b,s,s,w,p,w,o,p,n,v,d
p,f,,n,,p,f,c,n,,e,e,s,s,w,w,w,,p,,s,u
p,f,y,n,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,,v,g
e,x,f,g,t,n,f,c,b,p,t,b,s,s,p,p,w,o,p,n,v,d
e,f,s,n,f,n,f,w,b,h,t,e,s,f,w,w,w,o,e,n,a,g
e,x,,,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,n,y,d
e,x,,n,,n,f,,b,,t,e,s,f,w,w,w,o,e,k,a,g
e,x,,n,t,n,f,c,b,w,t,b,s,s,p,g,w,o,p,n,y,d
e,f,,n,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,n,s,g
e,f,f,n,,n,f,w,b,p,t,e,s,f,w,w,w,o,e,k,a,g
e,x,,n,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,k,a,g
e,x,,n,f,n,f,w,b,k,t,e,s,f,w,w,w,o,e,k,s,g
e,x,,n,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,n,v,d
e,x,,e,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,n,v,d
e,f,s,n,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,k,a,g
e,x,f,n,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,k,y,d
p,f,,w,t,p,f,c,n,,e,e,s,s,w,w,w,o,p,n,v,u
e,x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,n,s,g
p,f,s,n,t,p,f,,n,,e,e,s,s,w,w,w,o,p,,s,g
e,f,f,w,f,n,f,w,b,h,t,e,f,s,w,w,w,o,e,n,s,g
e,f,,n,f,n,f,w,b,n,t,e,f,f,w,w,w,o,e,k,a,g
p,f,s,n,t,p,f,,n,w,e,e,s,s,w,w,w,o,p,n,v,g
e,x,,n,,n,f,,b,,t,e,f,f,w,w,w,o,e,n,a,g
e,x,f,n,f,n,f,w,b,n,t,,s,f,w,w,w,o,e,k,s,g
e,x,,e,,n,f,c,b,u,t,b,s,s,g,w,w,o,p,k,v,d
e,f,,n,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,k,a,g
e,x,,w,,n,f,w,b,k,t,,s,s,w,w,w,o,e,n,s,g
e,f,s,g,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,n,a,g
e,f,f,w,f,n,f,w,b,h,t,e,f,s,w,w,w,o,e,k,,g
